index_no,model,simulation,observer,scenario,run,step,time,agent_name,selected_predictor,predictor_fitness,predictor_prediction,my_play
156,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,15,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
157,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,15,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
158,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,15,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
159,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,15,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
160,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
161,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
162,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
163,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
164,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
165,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
166,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
167,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,4,GOING
168,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
169,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,16,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,4,GOING
170,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,7,NOT GOING
171,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,7,NOT GOING
172,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
173,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,4,NOT GOING
174,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,7,NOT GOING
175,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
176,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
177,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,2,GOING
178,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
179,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,17,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,2,GOING
180,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,8,NOT GOING
181,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,8,NOT GOING
182,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
183,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,2,GOING
184,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,8,NOT GOING
185,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
186,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
187,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,4,GOING
188,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
189,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,18,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,4,GOING
190,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
191,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
192,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
193,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,4,NOT GOING
194,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
195,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
196,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
197,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
198,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
199,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,19,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
200,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,4,NOT GOING
201,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,4,NOT GOING
202,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
203,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
204,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,4,NOT GOING
205,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
206,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
207,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
208,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
209,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,20,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
210,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,2,NOT GOING
211,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,2,NOT GOING
212,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
213,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
214,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,2,GOING
215,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
216,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
217,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,4,GOING
218,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
219,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,21,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,4,GOING
220,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,4,NOT GOING
221,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,4,NOT GOING
222,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,3,NOT GOING
223,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,4,NOT GOING
224,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,4,NOT GOING
225,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,3,GOING
226,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,3,GOING
227,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
228,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,3,GOING
229,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,22,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
230,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
231,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
232,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
233,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
234,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
235,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,3,GOING
236,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,3,GOING
237,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
238,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,3,GOING
239,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,23,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
240,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
241,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
242,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
243,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
244,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
245,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
246,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
247,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
248,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
249,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,24,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
250,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,4,NOT GOING
251,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,4,NOT GOING
252,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
253,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
254,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,4,NOT GOING
255,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,4,GOING
256,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,4,GOING
257,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
258,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,4,GOING
259,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,25,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
260,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,3,NOT GOING
261,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,3,NOT GOING
262,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
263,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
264,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,3,GOING
265,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
266,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
267,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,6,NOT GOING
268,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
269,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,26,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,6,GOING
270,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
271,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
272,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,6,NOT GOING
273,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,6,NOT GOING
274,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
275,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
276,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
277,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
278,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
279,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,27,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
280,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
281,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
282,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
283,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
284,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
285,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
286,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
287,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,5,GOING
288,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
289,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,28,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,5,GOING
290,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
291,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
292,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,5,NOT GOING
293,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,5,NOT GOING
294,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,5,NOT GOING
295,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
296,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
297,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
298,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
299,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,29,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
300,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,6,NOT GOING
301,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,6,NOT GOING
302,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
303,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_3,st_same_2w,0.011494252873563218,3,NOT GOING
304,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_4,st_same_5w,0.010526315789473684,6,NOT GOING
305,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_5,st_trend_8w,0.012048192771084338,5,NOT GOING
306,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_6,st_trend_8w,0.011764705882352941,5,NOT GOING
307,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_7,st_same_lw,0.013513513513513514,3,GOING
308,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_8,st_trend_8w,0.011904761904761904,5,GOING
309,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,30,2025-12-20T13:41,L60p_9,st_same_lw,0.012658227848101266,3,GOING
310,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,31,2025-12-20T13:41,L60p_0,st_same_5w,0.010638297872340425,5,NOT GOING
311,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,31,2025-12-20T13:41,L60p_1,st_same_5w,0.010526315789473684,5,NOT GOING
312,elFarolClassic,elFarolClassic,LikeSixtyPercentPlayer_obs1,Scenario1,0,31,2025-12-20T13:41,L60p_2,st_round_avg_4w,0.013513513513513514,4,NOT GOING
